|citation|section_title|text
2655|151.330.h|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|The sale of tangible personal property to a common carrier is exempted from the sales tax imposed by Subchapter C if the tangible personal property:
2656|151.330.1|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|(1)
2657|151.330.1|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|is shipped to a point outside this state using the purchasing carrier's facilities under a bill of lading;  and
2658|151.330.2|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|(2)
2659|151.330.2|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|is actually transported to the out-of-state destination for use by the carrier in the conduct of its business as a common carrier outside this state.
2660|151.330.i|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|(i)
2661|151.330.i|  INTERSTATE SHIPMENTS, COMMON CARRIERS, AND SERVICES ACROSS STATE LINES|The storage or use of tangible personal property acquired outside this state for use as a repair or replacement part for and actually affixed in this state to a self-propelled vehicle that is used as a licensed and certificated common carrier of persons or property is exempted from the use tax imposed by Subchapter D.
2662|151.331.i|  ROLLING STOCK;  TRAIN FUEL AND SUPPLIES|
2663|151.331.a|  ROLLING STOCK;  TRAIN FUEL AND SUPPLIES|(a)
2664|151.331.a|  ROLLING STOCK;  TRAIN FUEL AND SUPPLIES|Rolling stock, locomotives, and fuel and supplies essential to the operation of locomotives and trains are exempted from the taxes imposed by this chapter.
2665|151.331.b|  ROLLING STOCK;  TRAIN FUEL AND SUPPLIES|(b)
2666|151.331.b|  ROLLING STOCK;  TRAIN FUEL AND SUPPLIES|Electricity, natural gas, and other fuels used or consumed predominately in the repair, maintenance, or restoration of rolling stock are exempt from the taxes imposed by this chapter.
2667|151.332.b|  CERTAIN SALES BY SENIOR CITIZEN ORGANIZATIONS|
2668|151.332.a|  CERTAIN SALES BY SENIOR CITIZEN ORGANIZATIONS|(a)
2669|151.332.a|  CERTAIN SALES BY SENIOR CITIZEN ORGANIZATIONS|There are exempted from the sales tax imposed by Subchapter C of this chapter  the receipts from the sale of tangible personal property that has been manufactured, produced, made, or assembled exclusively by a person 65 years old or older and that is sold at a qualified sale.  A sale under this section qualifies for the exemption only if it is made as a part of a fund-raising drive held or sponsored by a nonprofit organization created for the sole purpose of providing assistance to elderly persons.  All of the net proceeds derived from sales made during the fund-raising drive must go to the organization, to the persons who manufactured, produced, made, or assembled the items sold, or to both.  An organization created for the purpose of providing assistance to the elderly is entitled to conduct not more than four separate tax exempt fund-raising drives during each calendar year, and the aggregate number of days during a calendar year during which one or more tax exempt fund-raising drives may be held by the organization is 20.  Any sale occurring after the end of the fourth separate fund-raising drive in a calendar year or after the 20th day on which a fund-raising drive is held in a calendar year is not exempted by this section.
2670|151.332.b|  CERTAIN SALES BY SENIOR CITIZEN ORGANIZATIONS|(b)
2671|151.332.b|  CERTAIN SALES BY SENIOR CITIZEN ORGANIZATIONS|There are exempted from the taxes imposed by this chapter the use, storage, or other consumption in this state of tangible personal property by a purchaser at a sale exempted by this section.
2672|151.333.b|  ENERGY-EFFICIENT PRODUCTS|
2673|151.333.a|  ENERGY-EFFICIENT PRODUCTS|(a)
2674|151.333.a|  ENERGY-EFFICIENT PRODUCTS|In this section, energy-efficient product means a product that has been designated as an Energy Star qualified product under the Energy Star program jointly operated by the United States Environmental Protection Agency and the United States Department of Energy.
2675|151.333.b|  ENERGY-EFFICIENT PRODUCTS|(b)
2676|151.333.b|  ENERGY-EFFICIENT PRODUCTS|This section applies only to the following energy-efficient products:
2677|151.333.1|  ENERGY-EFFICIENT PRODUCTS|(1)
2678|151.333.1|  ENERGY-EFFICIENT PRODUCTS|an air conditioner the sales price of which does not exceed $6,000;
2679|151.333.2|  ENERGY-EFFICIENT PRODUCTS|(2)
2680|151.333.2|  ENERGY-EFFICIENT PRODUCTS|a clothes washer;
2681|151.333.3|  ENERGY-EFFICIENT PRODUCTS|(3)
2682|151.333.3|  ENERGY-EFFICIENT PRODUCTS|a ceiling fan;
2683|151.333.4|  ENERGY-EFFICIENT PRODUCTS|(4)
2684|151.333.4|  ENERGY-EFFICIENT PRODUCTS|a dehumidifier;
2685|151.333.5|  ENERGY-EFFICIENT PRODUCTS|(5)
2686|151.333.5|  ENERGY-EFFICIENT PRODUCTS|a dishwasher;
2687|151.333.6|  ENERGY-EFFICIENT PRODUCTS|(6)
2688|151.333.6|  ENERGY-EFFICIENT PRODUCTS|an incandescent or fluorescent lightbulb;
2689|151.333.7|  ENERGY-EFFICIENT PRODUCTS|(7)
2690|151.333.7|  ENERGY-EFFICIENT PRODUCTS|a programmable thermostat; and
2691|151.333.8|  ENERGY-EFFICIENT PRODUCTS|(8)
2692|151.333.8|  ENERGY-EFFICIENT PRODUCTS|a refrigerator the sales price of which does not exceed $2,000.
2693|151.333.c|  ENERGY-EFFICIENT PRODUCTS|(c)
2694|151.333.c|  ENERGY-EFFICIENT PRODUCTS|The sale of an energy-efficient product to which this section applies is exempted from the taxes imposed by this chapter if the sale takes place during a period beginning at 12:01 a.m. on the Saturday preceding the last Monday in May (Memorial Day) and ending at 11:59 p.m. on the last Monday in May.
2695|151.3335.c|  WATER-EFFICIENT PRODUCTS|
2696|151.3335.a|  WATER-EFFICIENT PRODUCTS|(a)
2697|151.3335.a|  WATER-EFFICIENT PRODUCTS|In this section:
2698|151.3335.1|  WATER-EFFICIENT PRODUCTS|(1)
2699|151.3335.1|  WATER-EFFICIENT PRODUCTS|Water-conserving product:
2700|151.3335.A|  WATER-EFFICIENT PRODUCTS|(A)
2701|151.3335.A|  WATER-EFFICIENT PRODUCTS|means tangible personal property that:
2702|151.3335.i|  WATER-EFFICIENT PRODUCTS|(i)
2703|151.3335.i|  WATER-EFFICIENT PRODUCTS|is used on private residential property and is not used for business or trade; and(ii)  when used or planted in an outdoor residential property, may result in:
2704|151.3335.a|  WATER-EFFICIENT PRODUCTS|(a)
2705|151.3335.a|  WATER-EFFICIENT PRODUCTS|water conservation or groundwater retention;
2706|151.3335.b|  WATER-EFFICIENT PRODUCTS|(b)
2707|151.3335.b|  WATER-EFFICIENT PRODUCTS|water table recharge; or
2708|151.3335.c|  WATER-EFFICIENT PRODUCTS|(c)
2709|151.3335.c|  WATER-EFFICIENT PRODUCTS|a decrease in ambient air temperature that limits water evaporation; and
2710|151.3335.B|  WATER-EFFICIENT PRODUCTS|(B)
2711|151.3335.B|  WATER-EFFICIENT PRODUCTS|includes:
2712|151.3335.i|  WATER-EFFICIENT PRODUCTS|(i)
2713|151.3335.i|  WATER-EFFICIENT PRODUCTS|a soaker or drip-irrigation hose;(ii)  a moisture control for a sprinkler or irrigation system;(iii)  mulch;(iv)  a rain barrel or an alternative rain and moisture collection system; and
2714|151.3335.v|  WATER-EFFICIENT PRODUCTS|(v)
2715|151.3335.v|  WATER-EFFICIENT PRODUCTS|a permeable ground cover surface that allows water to reach underground basins, aquifers, or water collection points.  WaterSense product means a product that has been designated as a WaterSense certified product under the WaterSense program operated by the United States Environmental Protection Agency, or a similar successor program.
2716|151.3335.b|  WATER-EFFICIENT PRODUCTS|(b)
2717|151.3335.b|  WATER-EFFICIENT PRODUCTS|The sale of a water-conserving product or WaterSense product is exempted from the taxes imposed by this chapter if the sale takes place during the period described by Section 151.333(c).
2718|151.334.b|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|Components of tangible personal property used in connection with an advanced clean energy project, as defined by Section 382.003, Health and Safety Code, or a clean energy project, as defined by Section 120.001, Natural Resources Code, are exempted from the taxes imposed by this chapter if:
2719|151.334.1|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|(1)
2720|151.334.1|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|the components are installed to capture carbon dioxide from an anthropogenic emission source, transport or inject carbon dioxide from such a source, or prepare carbon dioxide from such a source for transportation or injection; and
2721|151.334.2|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|(2)
2722|151.334.2|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|the carbon dioxide is sequestered in this state:
2723|151.334.A|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|(A)
2724|151.334.A|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|as part of an enhanced oil recovery project that qualifies for a tax rate reduction under Section 202.0545, as provided by Subsection
2725|151.334.c|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|(c)
2726|151.334.c|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|of that section; or
2727|151.334.B|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|(B)
2728|151.334.B|  COMPONENTS OF TANGIBLE PERSONAL PROPERTY USED IN CONNECTION WITH SEQUESTRATION OF CARBON DIOXIDE|in a manner and under conditions that create a reasonable expectation that at least 99 percent of the carbon dioxide will remain sequestered from the atmosphere for at least 1,000 years.
2729|151.336.B|  CERTAIN COINS AND PRECIOUS METALS|The sale of gold, silver, or numismatic coins or of platinum, gold, or silver bullion is exempted from the taxes imposed by this chapter.
2730|151.337.B|  SALES BY OR TO INDIAN TRIBES|
2731|151.337.a|  SALES BY OR TO INDIAN TRIBES|(a)
2732|151.337.a|  SALES BY OR TO INDIAN TRIBES|A taxable item sold, leased, or rented to, or stored, used, or consumed by, a tribal council or a business owned by a tribal council of the Alabama-Coushatta Indian Tribe, the Tigua Indian Tribe, or the Texas Band of Kickapoo Indians is exempted from the taxes imposed by this chapter.
2733|151.337.b|  SALES BY OR TO INDIAN TRIBES|(b)
2734|151.337.b|  SALES BY OR TO INDIAN TRIBES|A taxable item sold, leased, or rented by a tribal council or a business owned by a tribal council of the Alabama-Coushatta Indian Tribe, the Tigua Indian Tribe, or the Texas Band of Kickapoo Indians is exempted from the taxes imposed by this chapter if the item is:
2735|151.337.1|  SALES BY OR TO INDIAN TRIBES|(1)
2736|151.337.1|  SALES BY OR TO INDIAN TRIBES|made by a member of the Indian tribe;
2737|151.337.2|  SALES BY OR TO INDIAN TRIBES|(2)
2738|151.337.2|  SALES BY OR TO INDIAN TRIBES|a cultural artifact of the Indian tribe;  and
2739|151.337.3|  SALES BY OR TO INDIAN TRIBES|(3)
2740|151.337.3|  SALES BY OR TO INDIAN TRIBES|sold at a location within the boundaries of a reservation or of trust land held by such an Indian tribe.
2741|151.337.c|  SALES BY OR TO INDIAN TRIBES|(c)
2742|151.337.c|  SALES BY OR TO INDIAN TRIBES|The storage, use, or consumption of a taxable item acquired in a transaction exempted by Subsection
2743|151.337.b|  SALES BY OR TO INDIAN TRIBES|(b)
2744|151.337.b|  SALES BY OR TO INDIAN TRIBES|of this section is exempted from the use tax imposed by Subchapter D of this chapter  until the item is resold or subsequently transferred.
2745|151.338.b|  ENVIRONMENT AND CONSERVATION SERVICES|
2746|151.338.a|  ENVIRONMENT AND CONSERVATION SERVICES|(a)
2747|151.338.a|  ENVIRONMENT AND CONSERVATION SERVICES|Subject to Subsections
2748|151.338.b|  ENVIRONMENT AND CONSERVATION SERVICES|(b)
2749|151.338.b|  ENVIRONMENT AND CONSERVATION SERVICES|and (c), labor to repair, remodel, maintain, or restore tangible personal property is exempted from the taxes imposed by this chapter if:
2750|151.338.1|  ENVIRONMENT AND CONSERVATION SERVICES|(1)
2751|151.338.1|  ENVIRONMENT AND CONSERVATION SERVICES|the repair, remodeling, maintenance, or restoration is required by statute, ordinance, order, rule, or regulation of any commission, agency, court, or political, governmental, or quasi-governmental entity in order to protect the environment or to conserve energy; and
2752|151.338.2|  ENVIRONMENT AND CONSERVATION SERVICES|(2)
2753|151.338.2|  ENVIRONMENT AND CONSERVATION SERVICES|the charge for the labor is itemized separately from the charge for materials furnished.
2754|151.338.b|  ENVIRONMENT AND CONSERVATION SERVICES|(b)
2755|151.338.b|  ENVIRONMENT AND CONSERVATION SERVICES|The exemption provided by Subsection
2756|151.338.a|  ENVIRONMENT AND CONSERVATION SERVICES|(a)
2757|151.338.a|  ENVIRONMENT AND CONSERVATION SERVICES|does not apply to the charge for materials furnished by the service provider to the purchaser as part of the service.
2758|151.338.c|  ENVIRONMENT AND CONSERVATION SERVICES|(c)
2759|151.338.c|  ENVIRONMENT AND CONSERVATION SERVICES|Sixty-five percent of a lump-sum charge for labor and materials to repair, remodel, maintain, or restore tangible personal property is exempted from the taxes imposed by this chapter if:
2760|151.338.1|  ENVIRONMENT AND CONSERVATION SERVICES|(1)
2761|151.338.1|  ENVIRONMENT AND CONSERVATION SERVICES|the repair, remodeling, maintenance, or restoration is required under the circumstances described by Subsection (a)(1); and
2762|151.338.2|  ENVIRONMENT AND CONSERVATION SERVICES|(2)
2763|151.338.2|  ENVIRONMENT AND CONSERVATION SERVICES|the labor and materials are purchased for a health care facility, as defined by Section 108.002, Health and Safety Code, or for an oncology center.
2764|151.339.2|  PREEXISTING CONTRACTS AND BIDS|The receipts from the sale, use, or rental of and the storage, use, or consumption in this state of taxable services are exempt from the tax imposed by this chapter, if:
2765|151.339.1|  PREEXISTING CONTRACTS AND BIDS|(1)
2766|151.339.1|  PREEXISTING CONTRACTS AND BIDS|the services are used for the performance of a written contract entered into prior to the date this chapter takes effect if the contract is not subject to change or modification by reason of the tax;  or
2767|151.339.2|  PREEXISTING CONTRACTS AND BIDS|(2)
2768|151.339.2|  PREEXISTING CONTRACTS AND BIDS|the services are used pursuant to an obligation of a bid or bids submitted prior to the date this chapter takes effect if the bid or bids may not be withdrawn, modified, or changed by reason of the tax imposed by this chapter;  and
2769|151.339.3|  PREEXISTING CONTRACTS AND BIDS|(3)
2770|151.339.3|  PREEXISTING CONTRACTS AND BIDS|if notice of a contract or bid on which an exemption is to be claimed is given by the taxpayer to the comptroller within 60 days from the date this chapter takes effect.The exemption provided by this section shall have no effect after September 30, 1987.
2771|151.340.3|  OFFICIAL STATE COIN|Official state coins produced under Section 11.05, State Purchasing and General Services Act (Article 601b, Vernon's Texas Civil Statutes), are exempted from the taxes imposed by this chapter.
2772|151.341.3|  ITEMS SOLD TO OR USED BY DEVELOPMENT CORPORATIONS|
2773|151.341.a|  ITEMS SOLD TO OR USED BY DEVELOPMENT CORPORATIONS|(a)
2774|151.341.a|  ITEMS SOLD TO OR USED BY DEVELOPMENT CORPORATIONS|A taxable item sold, leased, or rented to or stored, used, or consumed by a nonprofit corporation formed under the Development Corporation Act (Subtitle C1, Title 12, Local Government Code), is exempted from the taxes imposed by this chapter if the item is for the exclusive use and benefit of the nonprofit corporation.
2775|151.341.b|  ITEMS SOLD TO OR USED BY DEVELOPMENT CORPORATIONS|(b)
2776|151.341.b|  ITEMS SOLD TO OR USED BY DEVELOPMENT CORPORATIONS|The exemption provided by this section does not apply to an item that is a project or a part of a project that is to be leased, sold, or lent by the nonprofit corporation.
